Quote No.;Status;Status Reason;Quote Date;CRM-Status;Customer No.;ZIP;Date for Follow-Up;Followed up on;Person in Charge; Value of Quotation ;Probability (%);Order No.;Responsible;Representative;Customer Ref.;Prod. Category (Text);Prod. Master Class (Text);Scoring Automation;Scoring Tool- & Workholding
1019729;4) Order received;Order is entered;06.09.2022;4) Buying customer;1020;151 38;;;8; 3 081 kr ;100%;93875;Sales representative;106;IR 1285702;1 - Chuck Jaws;1XS - Jaws Special;1 - Top customer;1 - Top customer
1019723;5) Quote not realized;Price/Project not realized;06.09.2022;4) Buying customer;1908;561 61;;02.01.2023;2; 4 904 kr ;100%;;Sales representative;109;Offert;3 - Automation Standard;3MS;2 - Prospect customer;4 - Casual customer
1019734;4) Order received;Order is entered;06.09.2022;4) Buying customer;51916;576 35;;;8; 5 265 kr ;100%;93857;Sales representative;118;Tendo EC BT40;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1019735;4) Order received;Order is entered;06.09.2022;4) Buying customer;51377;392 51;;;8; 12 084 kr ;100%;93856;Sales representative;105;PGN+P 200-1;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1019724;4) Order received;Order is entered;06.09.2022;5) Lost customer;52750;691 42;;;2; 5 292 kr ;100%;93841;Sales representative;103;Backar;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;4 - Casual customer
1019725;4) Order received;Order is entered;06.09.2022;4) Buying customer;1555;736 36;;;1; 7 970 kr ;100%;93838;Sales representative;104;MPZ 30;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1019727;5) Quote not realized;Price/Project not realized;06.09.2022;4) Buying customer;3784;553 03;;02.01.2023;14; 49 899 kr ;50%;;Sales representative;107;4160/FW/Edströms/Snabbväxel;8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;1 - Top customer
1019726;4) Order received;Order is entered;06.09.2022;4) Buying customer;1015;641 30;;;8; 1 989 kr ;100%;93851;Sales representative;118;Borrad SBM 50;1 - Chuck Jaws;1XS - Jaws Special;2 - Prospect customer;4 - Casual customer
1019722;4) Order received;Order is entered;05.09.2022;5) Lost customer;50849;738 33;;;2; 39 398 kr ;100%;93999;Sales representative;103;10037149;2 - Toolholding Systems;2PS - TRIBOS;4 - Casual customer;2 - Prospect customer
1019719;5) Quote not realized;Standard components ordered;05.09.2022;4) Buying customer;1267;593 61;;;1; 7 531 kr ;100%;;Sales representative;118;SWB 250 H=45;1 - Chuck Jaws;1XO - Jaws Standard;4 - Casual customer;4 - Casual customer
1019721;5) Quote not realized;Quote validity is expired;05.09.2022;4) Buying customer;50285;612 31;;;8; 27 290 kr ;100%;;Sales representative;106;Verktygsväxling;3 - Automation Standard;3RW;4 - Casual customer;4 - Casual customer
1019718;5) Quote not realized;Price/Project not realized;05.09.2022;6) Expired customer;1889;531 40;;02.01.2023;8; 69 328 kr ;100%;;Sales representative;109;PGN+ 240;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1019714;4) Order received;Order is entered;05.09.2022;5) Lost customer;2788;737 40;;;8; 14 674 kr ;100%;94059;Sales representative;103;Reparation 8670;2 - Toolholding Systems;2RS - Service Workholding;4 - Casual customer;4 - Casual customer
1019715;4) Order received;Order is entered;05.09.2022;4) Buying customer;1020;151 38;;;2; 1 294 kr ;100%;93818;Sales representative;118;1285159;1 - Chuck Jaws;1XS - Jaws Special;1 - Top customer;1 - Top customer
1019716;4) Order received;Order is entered;05.09.2022;4) Buying customer;1015;641 30;;;2; 15 800 kr ;100%;93829;Sales representative;106;PGN+ 160;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;4 - Casual customer
1019717;5) Quote not realized;Price/Project not realized;05.09.2022;5) Lost customer;52587;972 54;;03.01.2023;1; 40 220 kr ;100%;;Sales representative;103;Backar för KSX125;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1019605;5) Quote not realized;Price/bought from comp.;05.09.2022;4) Buying customer;3725;364 33;;01.11.2022;7; 56 441 kr ;;;Sales representative;105;4118/MS/RA/WIP Cons./Suglådor;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019702;4) Order received;Order is entered;02.09.2022;4) Buying customer;1085;574 38;;;1; 3 900 kr ;100%;93804;Sales representative;118;Tendo hållare SK40;2 - Toolholding Systems;2TS - TENDO;1 - Top customer;4 - Casual customer
1019711;4) Order received;Order is entered;02.09.2022;6) Expired customer;51777;421 30;;05.09.2022;1; 2 459 kr ;100%;93832;Sales representative;109;Magnet SGM-HP 20;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019704;4) Order received;Order is entered;02.09.2022;4) Buying customer;51021;223 70;;;1; 808 kr ;100%;93801;Sales representative;105;Schmalz;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019705;4) Order received;Order is entered;02.09.2022;4) Buying customer;1170;973 47;;;1; 1 836 kr ;100%;93788;Sales representative;104;RFQ 1284771;3 - Automation Standard;3ZO - Accessories Automation;4 - Casual customer;4 - Casual customer
1019706;4) Order received;Order is entered;02.09.2022;4) Buying customer;1236;454 30;;;1; 23 551 kr ;100%;94422;Sales representative;109;Gripdon;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;4 - Casual customer
1019707;4) Order received;Order is entered;02.09.2022;4) Buying customer;51743;447 37;;;2; 1 270 kr ;100%;93808;Sales representative;109;Förfrågan;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019708;4) Order received;Order is entered;02.09.2022;4) Buying customer;1020;151 38;;;2; 11 820 kr ;100%;93813;Sales representative;106;1283266;3 - Automation Standard;3GP - Gripping Modules pneumatic;1 - Top customer;1 - Top customer
1019703;4) Order received;Order is entered;02.09.2022;5) Lost customer;50111;374 31;;;1; 25 195 kr ;100%;93855;Sales representative;105;Gripdon;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;4 - Casual customer
1019710;4) Order received;Order is entered;02.09.2022;4) Buying customer;52430;162 50;;;2; 10 300 kr ;100%;93797;Sales representative;103;Förfrågan;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;4 - Casual customer
1019600;4) Order received;Order is entered;01.09.2022;5) Lost customer;51446;815 41;;;13; 48 778 kr ;100%;93826;Sales representative;104;PGN-plus-P och DDF-2;5 - Automation System Solutions;5BL - Assembly Groups;4 - Casual customer;4 - Casual customer
1019701;4) Order received;Order is entered;01.09.2022;4) Buying customer;1640;392 39;;02.09.2022;2; 8 501 kr ;100%;93787;Sales representative;105;Reservdel PZN+ 64;3 - Automation Standard;3RA -;2 - Prospect customer;1 - Top customer
1019685;5) Quote not realized;Quote validity is expired;01.09.2022;4) Buying customer;50889;441 39;;15.09.2022;4; 186 498 kr ;100%;;Sales representative;107;4159/FW/Lenima/HT100;8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;2 - Prospect customer
1019692;4) Order received;Order is entered;01.09.2022;5) Lost customer;51472;556 28;;;2; 17 386 kr ;100%;93831;Sales representative;109;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1019693;4) Order received;Order is entered;01.09.2022;4) Buying customer;50222;447 31;;;2; 5 590 kr ;100%;93782;Sales representative;109;MPG 64;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;2 - Prospect customer
1019695;5) Quote not realized;Price/Project not realized;01.09.2022;4) Buying customer;50634;541 36;;02.01.2023;2; 76 335 kr ;100%;;Sales representative;107;Offert;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;2 - Prospect customer;4 - Casual customer
1019696;5) Quote not realized;Quote validity is expired;01.09.2022;4) Buying customer;52177;731 36;;;2; 1 876 kr ;100%;;Sales representative;103;Renoveringssats;8 - Lathe Chucks;8XS - Power Chucks Standard;1 - Top customer;2 - Prospect customer
1019697;4) Order received;Order is entered;01.09.2022;4) Buying customer;52450;542 35;;;4; 11 040 kr ;100%;93768;Sales representative;107;Backar;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1019700;5) Quote not realized;Quote validity is expired;01.09.2022;4) Buying customer;1020;151 38;;07.10.2022;14; 95 091 kr ;100%;;Sales representative;118;Manuella chuckar;8 - Lathe Chucks;810 - Manual Chucks;1 - Top customer;1 - Top customer
1019698;4) Order received;Order is entered;01.09.2022;4) Buying customer;1020;151 38;;;2; 2 227 kr ;100%;93780;Sales representative;106;1284030;3 - Automation Standard;3ZO - Accessories Automation;1 - Top customer;1 - Top customer
1019691;5) Quote not realized;Reason for refuse unknown;31.08.2022;4) Buying customer;51617;293 95;;;14; 30 650 kr ;100%;;Sales representative;111;MES3 120-2;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;4 - Casual customer;2 - Prospect customer
1019689;4) Order received;Order is entered;31.08.2022;5) Lost customer;51845;826 40;;;2; 12 880 kr ;100%;93786;Sales representative;103;Backar;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;4 - Casual customer
1019690;4) Order received;Order is entered;31.08.2022;4) Buying customer;51667;816 31;;;2; 7 980 kr ;100%;93741;Sales representative;104;Offert;3 - Automation Standard;3RW;4 - Casual customer;4 - Casual customer
1019687;5) Quote not realized;Reason for refuse unknown;31.08.2022;4) Buying customer;51617;293 95;;;2; 6 060 kr ;100%;;Sales representative;111;Offert;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;4 - Casual customer;2 - Prospect customer
1019688;4) Order received;Order is entered;31.08.2022;5) Lost customer;2215;383 32;;;2; 34 456 kr ;100%;93785;Sales representative;111;Skruvstycken;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1019686;4) Order received;Order is entered;31.08.2022;4) Buying customer;3538;671 34;;;2; 19 880 kr ;100%;93734;Sales representative;104;Jan-00;3 - Automation Standard;3GP - Gripping Modules pneumatic;3 - Maxed sales customer;4 - Casual customer
1019683;5) Quote not realized;Price/Project not realized;29.08.2022;3) Qualified potential customer;52698;943 33;;22.09.2022;14; 120 830 kr ;100%;;Sales representative;103;Chuckar Rota-S plus 2.0;8 - Lathe Chucks;810 - Manual Chucks;4 - Casual customer;4 - Casual customer
1019681;4) Order received;Order is entered;29.08.2022;5) Lost customer;1525;691 35;;;8; 4 760 kr ;100%;93974;Sales representative;104;PB Modul;3 - Automation Standard;3ZO - Accessories Automation;4 - Casual customer;4 - Casual customer
1019680;4) Order received;Order is entered;29.08.2022;4) Buying customer;1085;574 38;;;2; 18 152 kr ;100%;93716;Sales representative;106;Offert;3 - Automation Standard;3MS;1 - Top customer;4 - Casual customer
1019682;4) Order received;Order is entered;29.08.2022;4) Buying customer;2458;456 34;;;1; 5 258 kr ;100%;93956;Sales representative;109;SGM-HP 20;3 - Automation Standard;3MS;2 - Prospect customer;4 - Casual customer
1019678;4) Order received;Order is entered;29.08.2022;4) Buying customer;1413;781 70;;;8; 2 601 kr ;100%;93688;Sales representative;103;Stoppskruv;1 - Chuck Jaws;1XO - Jaws Standard;4 - Casual customer;2 - Prospect customer
1019679;4) Order received;Order is entered;29.08.2022;4) Buying customer;52659;289 71;;14.09.2022;8; 103 856 kr ;100%;93993;Sales representative;105;Gripdon;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1019651;5) Quote not realized;Replaced by a new quotation;29.08.2022;4) Buying customer;50495;334 33;;12.09.2022;8; 99 221 kr ;100%;;Sales representative;105;Diverse;3 - Automation Standard;3RW;3 - Maxed sales customer;2 - Prospect customer
1019675;5) Quote not realized;Quote for information purposes;26.08.2022;4) Buying customer;1020;151 38;;;8; 2 671 kr ;100%;;Sales representative;118;T-spårsmuttrar;1 - Chuck Jaws;1XS - Jaws Special;1 - Top customer;1 - Top customer
1019676;4) Order received;Order is entered;26.08.2022;4) Buying customer;52686;777 91;;;14; 33 431 kr ;100%;93710;Sales representative;103;Hållare & KSC;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1019677;4) Order received;Order is entered;26.08.2022;4) Buying customer;1020;151 38;;;8; 22 317 kr ;100%;93687;Sales representative;106;IR 1277604;3 - Automation Standard;3GP - Gripping Modules pneumatic;1 - Top customer;1 - Top customer
1019670;5) Quote not realized;Replaced by a new quotation;26.08.2022;5) Lost customer;52729;721 30;;26.08.2022;7; 8 392 kr ;;;Sales representative;104;4153/MS/Dynatec/Sugkoppar bröd;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019671;4) Order received;Order is entered;26.08.2022;4) Buying customer;3560;574 91;;;8; 30 051 kr ;100%;93675;Sales representative;118;KSP3 140;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1019672;4) Order received;Order is entered;26.08.2022;4) Buying customer;2096;164 74;;;8; 17 576 kr ;100%;;Sales representative;103;Toolfix Mono Turn;2 - Toolholding Systems;2ZA - Accessories;4 - Casual customer;4 - Casual customer
1019674;4) Order received;Order is entered;26.08.2022;4) Buying customer;1090;442 60;;;2; 8 998 kr ;100%;93693;Sales representative;107;HSK 63;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1019673;5) Quote not realized;Quote for information purposes;26.08.2022;5) Lost customer;1323;153 92;;;4; 89 742 kr ;100%;;Sales representative;102;KSP3 250;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1019607;4) Order received;Order is entered;26.08.2022;4) Buying customer;52686;777 91;;;8; 35 581 kr ;100%;;Sales representative;103;Hållare & KSC;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1019661;4) Order received;Order is entered;25.08.2022;4) Buying customer;1390;722 23;;;8; 4 114 kr ;100%;93649;Sales representative;104;LGP 16;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1019664;5) Quote not realized;End cust, did not place an order;25.08.2022;4) Buying customer;51127;163 53;;;4; 43 295 kr ;100%;;Sales representative;103;Vakuumbord;4 - Stationary Workholding;405 - Magnetic Clamp. Tech. Std.;4 - Casual customer;2 - Prospect customer
1019665;5) Quote not realized;Price/Project not realized;25.08.2022;4) Buying customer;1205;405 31;;02.01.2023;2; 9 234 kr ;100%;;Sales representative;109;2022-08-25-BKX8A-VCBC-9750;3 - Automation Standard;3MS;2 - Prospect customer;4 - Casual customer
1019667;5) Quote not realized;Quote validity is expired;25.08.2022;4) Buying customer;1554;652 21;;;8; 78 kr ;100%;;Sales representative;104;FG 20;3 - Automation Standard;3MS;4 - Casual customer;2 - Prospect customer
1019669;5) Quote not realized;Quote validity is expired;25.08.2022;3) Qualified potential customer;51355;894 35;;;8; 8 659 kr ;100%;;Sales representative;103;SBM-ST;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;4 - Casual customer
1019663;4) Order received;Order is entered;25.08.2022;4) Buying customer;3784;553 03;;15.09.2022;4; 44 515 kr ;100%;94064;Sales representative;107;KSX-C;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;1 - Top customer
1019662;5) Quote not realized;Quote validity is expired;25.08.2022;4) Buying customer;3925;361 31;;;14; 8 458 kr ;100%;;Sales representative;111;Backar;1 - Chuck Jaws;1XO - Jaws Standard;4 - Casual customer;4 - Casual customer
1019668;5) Quote not realized;Quote validity is expired;25.08.2022;4) Buying customer;1554;652 21;;;8; 19 649 kr ;100%;;Sales representative;103;Celsio;2 - Toolholding Systems;2CS - CELSIO;4 - Casual customer;2 - Prospect customer
1019543;4) Order received;Order is entered;24.08.2022;4) Buying customer;1420;314 51;;14.07.2022;13; 32 918 kr ;100%;93665;Sales representative;105;PGN-plus-P 80-2;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;2 - Prospect customer
1019633;4) Order received;Order is entered;24.08.2022;4) Buying customer;2415;417 07;;;2; 70 957 kr ;100%;93633;Sales representative;107;NHX4000;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1019655;4) Order received;Order is entered;24.08.2022;4) Buying customer;1474;731 36;;;13; 19 245 kr ;100%;93622;Sales representative;104;PZN och BSWS;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1019656;5) Quote not realized;Quote validity is expired;24.08.2022;4) Buying customer;4149;385 30;;05.09.2022;8; 9 177 kr ;100%;;Sales representative;105;DRG;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;4 - Casual customer
1019654;4) Order received;Order is entered;24.08.2022;4) Buying customer;51009;596 36;;;8; 16 468 kr ;100%;93662;Sales representative;106;Reservdelar PSH 32/2;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1019657;4) Order received;Order is entered;24.08.2022;5) Lost customer;1653;554 54;;;4; 2 355 kr ;100%;93930;Sales representative;102;Backar till THW+215;1 - Chuck Jaws;1XS - Jaws Special;2 - Prospect customer;2 - Prospect customer
1019658;5) Quote not realized;Quote for information purposes;24.08.2022;4) Buying customer;2927;231 34;;17.01.2023;2; 38 800 kr ;100%;;Sales representative;105;Offert gripdon;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1019659;4) Order received;Order is entered;24.08.2022;4) Buying customer;1020;151 38;;;8; 1 923 kr ;100%;93668;Sales representative;118;AB H;1 - Chuck Jaws;1XS - Jaws Special;1 - Top customer;1 - Top customer
1019653;4) Order received;Order is entered;23.08.2022;5) Lost customer;2442;254 66;;;8; 39 330 kr ;100%;94971;Sales representative;111;Tendo EC;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1019652;4) Order received;Order is entered;23.08.2022;4) Buying customer;51377;392 51;;02.09.2022;8; 66 474 kr ;100%;93802;Sales representative;105;SEM-C, FSGA 20;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019649;5) Quote not realized;Quote for information purposes;23.08.2022;3) Qualified potential customer;52683;906 52;;;14; 67 723 kr ;100%;;Sales representative;103;Div artiklar;8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;4 - Casual customer
1019650;4) Order received;Order is entered;23.08.2022;4) Buying customer;1006;561 31;;;8; 20 055 kr ;100%;93597;Sales representative;109;SWK-011;3 - Automation Standard;3RW;3 - Maxed sales customer;2 - Prospect customer
1019636;5) Quote not realized;Quote for information purposes;22.08.2022;4) Buying customer;3784;553 03;;;4; 39 679 kr ;100%;;Sales representative;107;KSX-C2;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;1 - Top customer
1019637;4) Order received;Order is entered;22.08.2022;4) Buying customer;1020;151 38;;;2; 24 538 kr ;100%;93567;Sales representative;106;1274437;3 - Automation Standard;3GE - Gripping Modules electric;1 - Top customer;1 - Top customer
1019638;4) Order received;Order is entered;22.08.2022;4) Buying customer;2783;293 34;;;2; 6 330 kr ;100%;93604;Sales representative;105;"""Hattar"" magneter";3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019642;4) Order received;Order is entered;22.08.2022;4) Buying customer;1180;811 81;;;8; 3 455 kr ;100%;93608;Sales representative;103;SFG 315;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;4 - Casual customer
1019616;4) Order received;Order is entered;22.08.2022;4) Buying customer;3577;865 51;;26.08.2022;4; 36 182 kr ;100%;94372;Sales representative;103;4146/FW/Macama/Back Bosch;1 - Chuck Jaws;1XO - Jaws Standard;4 - Casual customer;2 - Prospect customer
1019648;4) Order received;Order is entered;22.08.2022;4) Buying customer;2374;574 50;;;2; 58 096 kr ;100%;93574;Sales representative;106;SGM 50;3 - Automation Standard;3MS;1 - Top customer;4 - Casual customer
1019643;4) Order received;Order is entered;22.08.2022;4) Buying customer;1908;561 61;;;2; 46 292 kr ;100%;93955;Sales representative;109;Priser;3 - Automation Standard;3MS;2 - Prospect customer;4 - Casual customer
1019644;5) Quote not realized;Quote for information purposes;22.08.2022;5) Lost customer;52729;721 30;;25.08.2022;7; 1 995 kr ;50%;;Internal Sales;104;Test väska;;;4 - Casual customer;4 - Casual customer
1019645;4) Order received;Order is entered;22.08.2022;4) Buying customer;1825;269 82;;19.12.2022;7; 81 662 kr ;100%;99794;Sales representative;105;4112/MS/RA/Lindab/Grip-Vrid;3 - Automation Standard;3DP - Rotary Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1019646;4) Order received;Order is entered;22.08.2022;4) Buying customer;3640;695 32;;;8; 66 300 kr ;100%;93576;Sales representative;103;ROTA TP 250;8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;4 - Casual customer
1019647;4) Order received;Order is entered;22.08.2022;4) Buying customer;1484;575 36;;;2; 1 270 kr ;100%;93571;Sales representative;118;Offert;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;4 - Casual customer
1019634;4) Order received;Order is entered;19.08.2022;5) Lost customer;3151;571 41;;;8; 41 426 kr ;100%;93926;Sales representative;106;SHS 100;3 - Automation Standard;3RW;4 - Casual customer;4 - Casual customer
1019631;4) Order received;Order is entered;19.08.2022;4) Buying customer;3267;415 05;;;8; 812 kr ;100%;93793;Sales representative;109;Tätningssats SRU+50;3 - Automation Standard;3SO - Service Automation Components;2 - Prospect customer;4 - Casual customer
1019632;4) Order received;Order is entered;19.08.2022;5) Lost customer;51446;815 41;;;13; 36 462 kr ;100%;93826;Sales representative;104;individuella priser;3 - Automation Standard;3RD;4 - Casual customer;4 - Casual customer
1019624;5) Quote not realized;Quote validity is expired;19.08.2022;4) Buying customer;1640;392 39;;05.10.2022;14; 71 317 kr ;50%;;Sales representative;111;Chuckar;8 - Lathe Chucks;8XS - Power Chucks Standard;2 - Prospect customer;1 - Top customer
1019630;4) Order received;Order is entered;19.08.2022;4) Buying customer;1020;151 38;;;2; 15 650 kr ;100%;93559;Sales representative;118;1274141;3 - Automation Standard;3GP - Gripping Modules pneumatic;1 - Top customer;1 - Top customer
1019628;5) Quote not realized;Price/Project not realized;19.08.2022;4) Buying customer;1474;731 36;;26.08.2022;14; 578 442 kr ;100%;;Sales representative;103;4140/JA/JS/Leax Group/Clamping;2 - Toolholding Systems;2XO - Hydraulics Special;2 - Prospect customer;2 - Prospect customer
1019629;5) Quote not realized;Price/Project not realized;19.08.2022;5) Lost customer;51343;186 91;;26.08.2022;4; 45 795 kr ;100%;;Sales representative;103;KSX-C2;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1019621;5) Quote not realized;Project not materialized;18.08.2022;5) Lost customer;2090;732 34;;15.09.2022;4; 270 526 kr ;100%;;Sales representative;103;3750/FW/Seco Tools/Ny uppspänn;2 - Toolholding Systems;2XO - Hydraulics Special;2 - Prospect customer;2 - Prospect customer
1019627;4) Order received;Order is entered;18.08.2022;5) Lost customer;50736;753 23;;;8; 9 800 kr ;100%;93548;Sales representative;103;Hållare;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1019623;4) Order received;Order is entered;18.08.2022;4) Buying customer;50004;415 50;;;8; 18 800 kr ;100%;93541;Sales representative;109;RST-D 60-8;3 - Automation Standard;3DP - Rotary Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1019626;4) Order received;Order is entered;18.08.2022;4) Buying customer;1672;414 74;;;2; 7 938 kr ;100%;93555;Sales representative;107;Offert;2 - Toolholding Systems;2PS - TRIBOS;4 - Casual customer;1 - Top customer
1019622;4) Order received;Order is entered;18.08.2022;4) Buying customer;1020;151 38;;;8; 35 122 kr ;100%;93530;Sales representative;106;IR 1273703;3 - Automation Standard;3GP - Gripping Modules pneumatic;1 - Top customer;1 - Top customer
1019613;4) Order received;Order is entered;18.08.2022;4) Buying customer;3577;865 51;;;14; 35 455 kr ;100%;93636;Sales representative;103;NSL Turn;4 - Stationary Workholding;404 - Quick change pallet syst. spec.;4 - Casual customer;2 - Prospect customer
1019614;5) Quote not realized;Quote for information purposes;18.08.2022;5) Lost customer;3777;182 53;;30.08.2022;14; 543 898 kr ;100%;;Sales representative;102;DFF 500 WITTE;8 - Lathe Chucks;8XO - Power Chucks Special;4 - Casual customer;2 - Prospect customer
1019615;4) Order received;Order is entered;18.08.2022;4) Buying customer;1996;335 31;;;4; 21 526 kr ;100%;93504;Sales representative;111;Tillbehör VERO-S;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1019617;4) Order received;Order is entered;18.08.2022;4) Buying customer;1640;392 39;;;4; 48 448 kr ;100%;93521;Sales representative;111;KSC-F 160-480;4 - Stationary Workholding;401 - Clamping systems Std.;2 - Prospect customer;1 - Top customer
1019618;4) Order received;Order is entered;18.08.2022;3) Qualified potential customer;51839;603 61;;18.08.2022;2; 49 935 kr ;100%;93510;Sales representative;118;Offert;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;4 - Casual customer
1019620;4) Order received;Order is entered;18.08.2022;4) Buying customer;1038;747 44;;;14; 37 886 kr ;100%;94057;Sales representative;103;Hållare;2 - Toolholding Systems;2XO - Hydraulics Special;2 - Prospect customer;1 - Top customer
1019609;4) Order received;Order is entered;17.08.2022;4) Buying customer;1672;414 74;;;2; 16 988 kr ;100%;93527;Sales representative;107;Offert;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;1 - Top customer
1019610;4) Order received;Order is entered;17.08.2022;4) Buying customer;1259;151 87;;;8; 1 718 kr ;100%;93501;Sales representative;106;IR 1270245;3 - Automation Standard;3SO - Service Automation Components;2 - Prospect customer;2 - Prospect customer
1019608;4) Order received;Order is entered;17.08.2022;4) Buying customer;2292;582 73;;;8; 3 848 kr ;100%;93511;Sales representative;118;Tribos-S HSK-E32;2 - Toolholding Systems;2PS - TRIBOS;4 - Casual customer;1 - Top customer
1019611;5) Quote not realized;Price/Project not realized;17.08.2022;4) Buying customer;2415;417 07;;02.01.2023;8; 12 068 kr ;51%;;Sales representative;107;Hållare;2 - Toolholding Systems;2MZ - Mechanical Toolholders;4 - Casual customer;2 - Prospect customer
1019457;4) Order received;Order is entered;17.08.2022;4) Buying customer;1996;335 31;;16.08.2022;4; 117 076 kr ;100%;93497;Sales representative;111;NSL3 800 m.m.;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;4 - Casual customer;2 - Prospect customer
1019587;5) Quote not realized;Quote validity is expired;17.08.2022;5) Lost customer;51200;592 41;;;5; 151 752 kr ;100%;;Sales representative;118;CLAMPING PILLAR till nikken;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1019217;4) Order received;Order is entered;17.08.2022;4) Buying customer;1020;151 38;;;4; 158 159 kr ;100%;93619;Sales representative;118;4025/FW/AS/Scania/Nya uppspänn;1 - Chuck Jaws;1XO - Jaws Standard;1 - Top customer;1 - Top customer
1019601;5) Quote not realized;Quote for information purposes;16.08.2022;5) Lost customer;51780;433 38;;20.09.2022;8; 13 296 kr ;100%;;Sales representative;109;T22625;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1019602;5) Quote not realized;Replaced by a new quotation;16.08.2022;5) Lost customer;50083;461 38;;;8; 512 100 kr ;100%;;Sales representative;107;Magnetbord;4 - Stationary Workholding;405 - Magnetic Clamp. Tech. Std.;4 - Casual customer;4 - Casual customer
1019603;4) Order received;Order is entered;16.08.2022;4) Buying customer;51920;561 51;;;2; 23 000 kr ;100%;93480;Sales representative;109;Schmalz;3 - Automation Standard;3MS;2 - Prospect customer;4 - Casual customer
1019604;4) Order received;Order is entered;16.08.2022;4) Buying customer;51021;223 70;;;2; 2 413 kr ;100%;93482;Sales representative;105;Schmalz;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
